date,MU,HYNIX_USD,USDKRW,rMU,rHY,z,pos_leadlag_ls,pos_leadlag_lf,pos_meanrev,ret_leadlag_ls,ret_leadlag_lf,ret_meanrev,ret_buyhold,eq_leadlag_ls,eq_leadlag_lf,eq_meanrev,eq_buyhold
2023-07-19,64.25193786621094,90.89568775073853,1264.93994140625,0.00030770749314612544,-0.002146785675741114,,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.002146785675741114,1.018317290526195,1.0,1.0,1.1088490169872747
2023-07-20,63.984893798828125,90.42080501431113,1265.0899658203125,-0.004164863556430198,-0.005238175689630253,,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.005238175689630253,1.018317290526195,1.0,1.0,1.1030406710230216
2023-07-21,64.93443298339844,88.10161092895946,1278.4000244140625,0.014731016353673354,-0.02598356687549952,,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.02598356687549952,1.018317290526195,1.0,1.0,1.074379739981099
2023-07-24,64.76628875732422,86.76755634826854,1285.6500244140625,-0.0025928046970786767,-0.015258041001627198,,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.015258041001627198,1.018317290526195,1.0,1.0,1.0579868098571499
2023-07-25,64.9640884399414,86.65598103812528,1280.530029296875,0.003049398917447377,-0.0012867379736256623,,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0012867379736256623,1.018317290526195,1.0,1.0,1.0566254580533117
2023-07-26,66.64556121826172,86.7847517688708,1274.1199951171875,0.025553814351377824,0.0014848963368887524,,0.0,0.0,0.0,0.0,0.0,-0.0,0.0014848963368887524,1.018317290526195,1.0,1.0,1.0581944373254384
2023-07-27,70.29534149169922,95.15441118118342,1275.1700439453125,0.05331708446872163,0.09207001758441713,,0.0,0.0,0.0,0.0,0.0,0.0,0.09207001758441713,1.018317290526195,1.0,1.0,1.155622417777724
2023-07-28,70.4239273071289,97.55753761928283,1283.8800048828125,0.0018275514407717353,0.024941380421203085,,1.0,1.0,0.0,0.024441380421203085,0.024441380421203085,0.0,0.024941380421203085,1.0432063708134345,1.0244413804212031,1.0,1.1844452361227886
2023-07-31,70.61186218261719,94.90087196916866,1272.3900146484375,0.0026650680285271733,-0.027609439506059985,,0.0,0.0,0.0,-0.0005,-0.0005,-0.0,-0.027609439506059985,1.0426847676280278,1.0239291597309925,1.0,1.1517433670278157
2023-08-01,69.98873138427734,95.79118147509318,1277.9300537109375,-0.008863901103257632,0.009337735463224028,,0.0,0.0,0.0,0.0,0.0,0.0,0.009337735463224028,1.0426847676280278,1.0239291597309925,1.0,1.1624980419106443
2023-08-02,67.42695617675781,90.71382166759565,1289.050048828125,-0.03728936762843649,-0.05446089498263973,,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.05446089498263973,1.0426847676280278,1.0239291597309925,1.0,1.0991873581326244
2023-08-03,68.42594909667969,90.64893172809447,1295.3699951171875,0.014707244205723669,-0.0007155817945552201,,-1.0,0.0,0.0,0.00021558179455522007,-0.0,-0.0,-0.0007155817945552201,1.0429095514813884,1.0239291597309925,1.0,1.0984007996703393
2023-08-04,69.14798736572266,90.65239989533065,1296.4000244140625,0.010496826903632517,3.825859639938756e-05,,0.0,0.0,0.0,-0.0005,0.0,-0.0,3.825859639938756e-05,1.0423880967056478,1.0239291597309925,1.0,1.0984428229432186
2023-08-07,68.62377166748047,91.54148217083079,1303.050048828125,-0.007609951876287546,0.009759815453658227,,0.0,0.0,0.0,0.0,0.0,0.0,0.009759815453658227,1.0423880967056478,1.0239291597309925,1.0,1.1091634221815398
2023-08-08,66.91262817382812,88.74322548269929,1307.75,-0.025251289209155203,-0.031045133751732124,,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.031045133751732124,1.0423880967056478,1.0239291597309925,1.0,1.074729295387385
2023-08-09,65.97298431396484,88.06769934177693,1316.6700439453125,-0.014142381609193677,-0.007641263440320678,,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.007641263440320678,1.0423880967056478,1.0239291597309925,1.0,1.0665170057142999
