date,BNB,ETH,ETH_MA20,ETH_MA50,ETH_trend_signal,raw_signal,position,BNB_ret,strategy_ret_net,equity_strategy,equity_bnb_buyhold,equity_eth_buyhold
2023-10-30,228.226036477907,1809.38564757452,1663.0931179573356,1638.7800523144367,1,0,1,0.004205987934162492,0.004205987934162492,0.815190962885171,1.157322403558276,1.8225258818297596
2023-10-31,226.291768940955,1813.54269783752,1675.504632101111,1644.0637132963186,1,0,1,-0.00847522730886685,-0.00847522730886685,0.8082820341745851,1.1475138331184755,1.8267131216846468
2023-11-01,227.686636501889,1846.08104295733,1690.9036316481593,1649.1051454646413,1,0,1,0.006164022524822732,0.006164022524822732,0.8132643028396468,1.1545871342333636,1.859487768820959
2023-11-02,231.404254634795,1799.2211244886,1703.3516473553477,1652.9351835651673,1,0,1,0.016327783615333713,0.016327783615333713,0.8265431063984878,1.1734389831261742,1.8122875413049644
2023-11-03,230.474114847085,1832.61355727645,1717.199210680889,1657.0369889596734,1,0,1,-0.004019544883381521,-0.004019544883381521,0.8232207792842695,1.168722292465589,1.845922478718499
2023-11-04,237.676141920247,1859.52932407949,1732.360878068382,1661.349117819989,1,0,1,0.031248745994492344,0.031248745994492344,0.8489453963135117,1.205243398520947,1.8730337148961442
2023-11-05,244.575619277864,1896.54958766803,1747.138663223262,1666.5857029865583,1,0,1,0.029028901688971986,0.029028901688971986,0.873589348762402,1.240230290647894,1.9103228293713905
2023-11-06,253.790251125498,1898.86499298656,1763.817193191117,1672.1513919754539,1,0,1,0.03767600333525145,0.03767600333525145,0.9065027039800144,1.2869572112148238,1.9126550497720574
2023-11-07,246.210801619543,1886.19089158387,1779.9562723407369,1677.122257603741,1,0,1,-0.029865014405959234,-0.029865014405959234,0.8794299876666103,1.24852221556204,1.8998889057129944
2023-11-08,247.167739203676,1892.6552150789,1796.267612156634,1682.1057361484518,1,0,1,0.003886659634095624,0.003886659634095624,0.8828480327006873,1.2533747964595365,1.9064001748246984
2023-11-09,250.340548248971,2115.80718468732,1821.7792782437177,1691.9685062536532,1,0,1,0.01283666329399269,0.01283666329399269,0.89418085563623,1.2694639467028643,2.131172732702459
2023-11-10,251.288635846293,2080.74105844535,1844.378671201052,1701.8895616890711,1,0,1,0.003787191503547893,0.003787191503547893,0.8975672897753306,1.2742716497758777,2.095851947032931
2023-11-11,251.052250564466,2046.32508503799,1863.5434234073641,1710.943552437172,1,0,1,-0.0009406922880969004,-0.0009406922880969004,0.8967229551477909,1.273072952261993,2.061186035778821
2023-11-12,247.481649839354,2044.94616014027,1877.637694257744,1719.9838005669203,1,0,1,-0.014222540196647704,-0.014222540196647704,0.8839692768729447,1.2549666210251817,2.059797096765978
2023-11-13,241.541829868587,2062.53573699591,1891.5333219900647,1729.6096996727065,1,0,1,-0.024001052096681352,-0.024001052096681352,0.8627530842068514,1.2248461017743602,2.0775144137529957
2023-11-14,242.409398502557,1982.44437434249,1901.3411328609004,1737.50754774401,1,0,1,0.003591794574223428,0.003591794574223428,0.8658519160536001,1.229245497356972,1.9968414065681857
2023-11-15,253.174527996973,2056.27591466978,1913.924287127411,1746.792327229691,1,0,1,0.044408878372355964,0.044408878372355964,0.9043034284820958,1.283834911138864,2.071209130951443
2023-11-16,242.323990817974,1959.63886236119,1922.8638933226187,1754.0556631560498,1,0,1,-0.042857933872118226,-0.042857933872118226,0.8655468519438804,1.2288123994145579,1.9738702749633708
2023-11-17,244.563270001045,1958.85209994155,1931.996000482174,1760.1748245762717,1,0,1,0.009240848070850127,0.009240848070850127,0.8735452389008964,1.2401676681051246,1.9730777988682018
2023-11-18,244.802946117355,1962.39401081239,1940.2297284482756,1766.0715446639397,1,0,1,0.0009800168124549646,0.0009800168124549646,0.8744013279214593,1.2413830532701307,1.9766454320269444
