time,BNB,ETH,BTC
2023-02-10,305.935492328882,1514.2499868498,21620.5667837522
2023-02-11,310.762838802295,1540.18145032145,21864.8626414378
2023-02-12,313.400514858889,1513.77351841029,21772.1373252484
2023-02-13,293.571288242122,1506.22274605494,21798.7157168323
2023-02-14,296.334340512419,1557.42669579194,22222.415043834
2023-02-15,317.121374736817,1672.84323933372,24304.6129827586
2023-02-16,305.871011651925,1643.89578404442,23742.4488354763
2023-02-17,313.631843297217,1696.04581063705,24607.3356054939
2023-02-18,316.190843431363,1690.93641057861,24636.5266127995
2023-02-19,312.357828053078,1683.20734979544,24366.9907606663
2023-02-20,314.945402838221,1700.88487288136,24797.8430359439
2023-02-21,311.06303310115,1655.09468264173,24400.3893898305
2023-02-22,312.448698623415,1641.94119491525,24163.7389812975
2023-02-23,308.317446343296,1649.39288398597,23910.0342104033
2023-02-24,301.820834637341,1608.29904324956,23175.8242036821
2023-02-25,302.178662230615,1593.90391671537,23159.8154403857
2023-02-26,308.841430312889,1640.57851431911,23542.0964281122
2023-02-27,304.609219680181,1633.62932583285,23504.1894178843
2023-02-28,301.468841576651,1606.66273436587,23145.9491277031
2023-03-01,302.466413335966,1661.70797282291,23610.6590902981
2023-03-02,299.925668055813,1647.85497837522,23470.0254815897
2023-03-03,289.956413564635,1569.16893132671,22350.0962340736
2023-03-04,289.17685914822,1565.88301373466,22334.2852638808
2023-03-05,288.231897999253,1563.63009818819,22419.8171390999
2023-03-06,287.967375204723,1567.53606341321,22414.7033056692
2023-03-07,288.835787982708,1560.02789246055,22174.6484725307
2023-03-08,287.122411097305,1534.22761718293,21701.3846227352
2023-03-09,276.841524188649,1436.66890824079,20349.8141732905
2023-03-10,278.320719969854,1434.1492194623,20240.406694623
2023-03-11,277.170923686697,1477.24561835184,20585.2343290473
2023-03-12,289.207265446457,1586.49992781999,22065.9800359439
2023-03-13,308.602506297396,1677.88656078317,24154.4290946815
2023-03-14,309.560878876083,1706.89304383402,24769.0175691409
2023-03-15,307.165465869871,1655.43240093513,24409.8017518995
2023-03-16,330.06376166906,1677.25818614845,25043.2388468732
2023-03-17,339.239054583885,1791.02045382817,27450.6282933957
2023-03-18,331.929671002494,1764.36525336061,26985.7359915254
2023-03-19,338.416954305755,1801.75050058445,28185.2043319696
2023-03-20,333.952400404239,1737.37734073641,27834.3361090006
2023-03-21,335.681672473329,1805.09059409702,28172.7950558153
2023-03-22,322.250112091562,1738.26925452952,27341.5571297487
2023-03-23,330.006520225591,1819.24090590298,28387.8897495617
2023-03-24,322.371591882865,1751.13301110462,27464.1249453536
2023-03-25,322.463307825798,1742.46973699591,27488.954880187
2023-03-26,329.229701436276,1778.52934570427,28049.3916911163
2023-03-27,310.451825811218,1714.87305932203,27154.9963702513
2023-03-28,313.182631199612,1774.92046697838,27283.9634029807
2023-03-29,314.007191289024,1794.74885768556,28389.2917784921
2023-03-30,316.606832453141,1791.79660169492,28021.5583009936
2023-03-31,317.059210781217,1824.00190356517,28514.6813062537
2023-04-01,314.992848073423,1822.41595762712,28494.5638863238
2023-04-02,313.751653512257,1794.75583547633,28161.9980362361
2023-04-03,308.859047744471,1811.18531180596,27850.9799436002
2023-04-04,310.826385007297,1868.19117066043,28113.9585187025
2023-04-05,314.21495536495,1911.12547106955,28190.3116063705
2023-04-06,312.405281178506,1872.08796493279,28049.0744763296
2023-04-07,310.672562054606,1866.34243366452,27936.8042609585
2023-04-08,310.694722878891,1851.750106955,27964.0512498539
2023-04-09,313.072412417531,1861.1328395675,28357.8072703098
2023-04-10,318.1795747782,1912.11599473992,29687.5651846873
2023-04-11,322.938719315511,1891.72326592636,30247.0959193454
2023-04-12,320.187068798764,1921.77945996493,29913.0035463472
2023-04-13,324.714509696301,2010.86303623612,30370.82207218
2023-04-14,329.138797060312,2102.23098217417,30458.9700414962
2023-04-15,333.774002467194,2094.48822501461,30342.0591084161
2023-04-16,348.411204146279,2119.36738223261,30312.9308533022
2023-04-17,340.062959788146,2076.5863679135,29469.5050727645
2023-04-18,343.067604486796,2101.64348246639,30366.8723813559
2023-04-19,322.196796272469,1936.27672559907,28796.7440952659
2023-04-20,317.68989449187,1943.00065926359,28251.2763790181
2023-04-21,321.651468884487,1849.59096668615,27292.0211052016
2023-04-22,332.160418580542,1875.55641846873,27827.5475920514
2023-04-23,330.562541264682,1862.81730888369,27604.6855742256
2023-04-24,331.299938548234,1842.86772092344,27520.1996729982
2023-04-25,338.828827180008,1868.05564640561,28302.6942180012
2023-04-26,330.520493691424,1866.89703068381,28384.2340333139
2023-04-27,331.710892343415,1909.36528959673,29465.5514272355
2023-04-28,324.452744716486,1893.93526767972,29350.811886616
2023-04-29,321.899613513142,1905.84894038574,29221.5145075979
2023-04-30,337.424641461592,1885.55236995909,29362.0867974868
2023-05-01,328.729601896618,1831.77346551724,28114.9531873174
2023-05-02,322.106639618126,1872.31188398597,28690.5809959088
2023-05-03,326.067753726165,1905.09636908241,29045.0427735243
2023-05-04,323.832031139566,1877.04549620105,28855.8574465225
2023-05-05,326.99924587115,1995.59514143776,29552.9695236704
2023-05-06,322.700867583057,1900.32479427236,28899.4629602572
2023-05-07,322.523006058948,1900.28729222677,28761.738434249
2023-05-08,313.779932710122,1850.24827673875,27727.2854091175
2023-05-09,312.319285846405,1848.22007364115,27642.4281092928
2023-05-10,314.696369178869,1842.46204091175,27646.004902104
2023-05-11,307.606098745891,1795.59223991818,26986.271065751
2023-05-12,308.277536259645,1807.86421858562,26773.3443591467
2023-05-13,311.150195668657,1799.58322033898,26841.3982913501
2023-05-14,311.949266307291,1799.90850993571,26918.261597896
2023-05-15,313.740207428135,1819.31062916423,27231.6216052016
2023-05-16,311.3887108732,1824.28658240795,27025.7181864407
2023-05-17,314.000825203578,1822.18958416131,27401.0440610754
2023-05-18,309.55885721412,1803.8054377557,26843.2350938048
2023-05-19,308.998988718236,1813.16229193454,26889.503631502
2023-05-20,310.512029088585,1819.32194330801,27100.8582878434
2023-05-21,306.626847195927,1806.48285184103,26777.0977831677
2023-05-22,309.211407195709,1818.20541291642,26858.7370637054
2023-05-23,313.485221428369,1854.56284511981,27226.8558763881
2023-05-24,306.007933092331,1801.14089976622,26341.4306446522
2023-05-25,304.698772758733,1806.9382106955,26484.8359234366
2023-05-26,306.910561361077,1829.23536440678,26720.3838071303
2023-05-27,307.432269613236,1830.77384950321,26854.5403702513
2023-05-28,314.246513876592,1911.28677440093,28097.5211259497
2023-05-29,311.801074895019,1894.85833810637,27765.0728693746
2023-05-30,311.623101617667,1900.83276183519,27712.4915844535
2023-05-31,306.739598856279,1872.94246113384,27217.6832580362
2023-06-01,304.984966775009,1861.87719082408,26825.3713451198
2023-06-02,307.32650055083,1906.95200964348,27255.2279941555
2023-06-03,306.593434271671,1891.8916364699,27079.4084643483
2023-06-04,305.403216747857,1892.3073100526,27158.25456955
2023-06-05,276.609633917255,1812.74285300994,25785.8514842198
2023-06-06,281.527479070694,1883.15331735827,27213.7705187025
2023-06-07,259.080181123437,1831.89239801286,26339.5790292227
2023-06-08,262.213651161066,1847.23547516072,26521.693600526
2023-06-09,260.390478881779,1838.42196376388,26470.6775780245
2023-06-10,239.123607279425,1752.90041496201,25863.2138506721
2023-06-11,235.0473141098,1751.8336811806,25906.8281516657
2023-06-12,231.0014085205,1742.45293424898,25906.7519354179
2023-06-13,243.018792003056,1736.92458503799,25880.8599734074
2023-06-14,237.304980138628,1650.15449649328,25097.5853796026
2023-06-15,235.879959675459,1663.84364611338,25559.1433293396
2023-06-16,239.13303089062,1716.62002104033,26331.8200943892
2023-06-17,244.602396487161,1727.57647136178,26514.1713495032
2023-06-18,243.936932279226,1720.11903828171,26353.962682934
2023-06-19,242.77221790667,1734.98348451198,26778.0634415547
2023-06-20,246.909941236251,1789.79935710111,28305.4204573349
2023-06-21,249.734108636168,1894.31125803624,30099.5153509643
2023-06-22,240.984354014303,1874.36079076563,29952.5112866745
2023-06-23,244.257210746226,1891.57702922268,30638.3537644652
2023-06-24,236.579640092311,1876.10660052601,30549.0162872589
2023-06-25,238.757369576433,1899.80092402104,30467.4403705435
2023-06-26,236.065220245958,1857.5683351841,30255.8861241964
2023-06-27,237.361927383144,1888.94404208065,30667.0762948568
2023-06-28,230.733307765138,1829.66858649912,30104.0432717709
2023-06-29,233.298927412687,1853.17543687902,30460.792978083
2023-06-30,240.489598027981,1934.61751548802,30484.503257744
2023-07-01,247.292396377411,1923.13508825248,30581.6889655172
2023-07-02,246.002388644198,1935.59753769725,30594.2164736996
2023-07-03,246.020635817349,1954.20382291058,31135.3575993571
2023-07-04,242.591415194677,1938.38063091759,30799.9474558738
2023-07-05,239.095935740778,1912.14585213325,30497.8221282876
2023-07-06,232.535318850065,1854.37547632963,29979.7298094681
2023-07-07,235.485497490548,1869.3275622443,30329.8829786674
2023-07-08,236.098722320078,1864.05657831677,30263.6196341321
2023-07-09,234.077793529182,1862.63280011689,30163.2210563998
2023-07-10,245.254275282685,1880.33877177089,30394.6555806546
2023-07-11,248.40648403598,1878.36697545295,30616.247094097
2023-07-12,243.980309600467,1871.59052337814,30385.6087852133
2023-07-13,255.624207932963,2002.01825043834,31434.7354704851
2023-07-14,247.752390837615,1935.13725511397,30310.6720204559
2023-07-15,251.1356051748,1930.71778521333,30290.8905958504
2023-07-16,243.016989790877,1924.54624693162,30249.7729658095
2023-07-17,244.155672023606,1912.2863798948,30143.7462744009
2023-07-18,240.082671367682,1897.39907071888,29835.7474076563
2023-07-19,241.170490127164,1889.51615166569,29913.0294646406
2023-07-20,242.709591915145,1891.97682437171,29805.6065707189
2023-07-21,243.671950294443,1892.11009234366,29919.6934921099
2023-07-22,240.704965803283,1861.28420485096,29726.0096271186
2023-07-23,242.403983883842,1887.97183430742,30066.5724482759
2023-07-24,238.891125410226,1849.92425336061,29178.3597042665
2023-07-25,237.739470046497,1857.55349269433,29221.2548533022
2023-07-26,238.864418558031,1871.16815838691,29361.5917580362
2023-07-27,240.365195477673,1859.04174693162,29201.6865175336
2023-07-28,241.931725186244,1875.01526972531,29316.3130751023
2023-07-29,242.479726009884,1881.00276534191,29360.376179135
2023-07-30,242.473996779063,1861.50678521333,29262.8367337814
2023-07-31,241.175962510811,1856.18514465225,29219.8201887785
2023-08-01,247.054660134447,1866.98985067212,29499.5875385739
2023-08-02,240.534117473092,1838.2950862069,29143.1519620105
2023-08-03,241.114309596719,1835.91625482174,29192.3448617767
2023-08-04,241.316343276721,1826.2735829924,29057.2532437171
2023-08-05,242.916647158727,1835.38041437756,29053.0956975453
2023-08-06,242.689535874631,1826.94227440093,29048.0433275862
2023-08-07,241.656656717423,1825.86593308007,29164.3585873758
2023-08-08,245.096521619063,1856.70175043834,29779.511383986
2023-08-09,243.913671180272,1855.32526271186,29582.9442375804
2023-08-10,241.18972176846,1850.89056019871,29430.1599117475
