Date,AAPL,AMD,AMZN,ANET,AVGO,DELL,GOOGL,META,MRVL,MSFT,MU,NVDA,ORCL,PLTR,SMCI,TSLA,TSM,VRT
2025-10-27,268.0516357421875,259.6700134277344,226.97000122070312,156.80999755859375,360.6021423339844,160.9854278564453,268.9046630859375,749.5663452148438,88.60186767578125,528.1749877929688,219.9187469482422,191.46897888183594,279.6812744140625,189.17999267578125,51.56999969482422,452.4200134277344,296.6112365722656,192.7821502685547
2025-10-28,268.2410888671875,258.010009765625,229.25,156.77000427246094,371.4784851074219,163.6554412841797,267.1071472167969,750.1853637695312,88.3521728515625,538.6585693359375,221.7272491455078,201.0079345703125,279.11474609375,189.60000610351562,52.36000061035156,460.54998779296875,299.8731994628906,190.45358276367188
2025-10-29,268.93914794921875,264.3299865722656,230.3000030517578,162.02999877929688,384.43646240234375,162.3849639892578,274.197509765625,750.4149169921875,90.04010772705078,538.141845703125,226.443359375,207.01727294921875,273.6185302734375,198.80999755859375,52.689998626708984,461.510009765625,303.41363525390625,199.14828491210938
2025-10-30,270.63433837890625,254.83999633789062,222.86000061035156,158.44000244140625,374.9645080566406,159.81417846679688,281.09814453125,665.3572387695312,88.4620361328125,522.4512329101562,223.82550048828125,202.8677215576172,255.32101440429688,194.5500030517578,50.369998931884766,440.1000061035156,301.55389404296875,193.64163208007812
2025-10-31,269.60723876953125,256.1199951171875,244.22000122070312,157.69000244140625,368.15185546875,160.80674743652344,280.80853271484375,647.2674560546875,93.625732421875,514.5512084960938,223.58570861816406,202.4677734375,261.00604248046875,200.47000122070312,51.959999084472656,456.55999755859375,298.77923583984375,192.7421875
2025-11-03,268.2909851074219,259.6499938964844,254.0,157.58999633789062,361.1001281738281,158.92086791992188,283.3350830078125,636.645263671875,90.25984954833984,513.7761840820312,234.50669860839844,206.85728454589844,256.275146484375,207.17999267578125,50.75,468.3699951171875,303.18487548828125,191.28306579589844
2025-11-04,269.2781982421875,250.0500030517578,249.32000732421875,153.5500030517578,350.5325622558594,153.49148559570312,277.1634826660156,626.2725830078125,87.48322296142578,511.0931701660156,217.85043334960938,198.66818237304688,246.6542510986328,190.74000549316406,47.400001525878906,444.260009765625,292.4342956542969,180.7095489501953
2025-11-05,269.3778991699219,256.3299865722656,250.1999969482422,140.4199981689453,357.54443359375,151.27806091308594,283.9242858886719,634.88818359375,92.78675842285156,503.96826171875,237.3043975830078,195.18858337402344,248.78118896484375,187.89999389648438,42.029998779296875,462.07000732421875,292.02655029296875,190.593505859375
2025-11-06,269.0089416503906,237.6999969482422,243.0399932861328,134.02000427246094,354.16796875,148.07203674316406,284.36370849609375,617.9065551757812,93.21623992919922,493.9715576171875,238.1337127685547,188.05935668945312,242.3109588623047,175.0500030517578,40.34000015258789,445.9100036621094,287.65069580078125,182.908203125
2025-11-07,267.7126159667969,233.5399932861328,244.41000366210938,134.64999389648438,348.0325927734375,145.61045837402344,278.4516906738281,620.6719360351562,90.80917358398438,493.6933288574219,237.72406005859375,188.1293487548828,237.7986602783203,177.92999267578125,39.7599983215332,429.5199890136719,284.92578125,179.69017028808594
