hold_gross,part_gross,hold_net,part_net,hold_moic,part_moic,hold_irr,part_irr,hold_mdd,part_mdd
177935896.6726383,188443363.41333446,177935896.6726383,188443363.41333446,0.7669650718648202,0.812255876781614,-0.028285229678160592,-0.022002420223563815,-0.7714593822767053,-0.7434739343609967
2482889447.6468134,2063949746.5101738,1989108438.435217,1676225414.130992,10.702109688132817,8.896335114267991,0.1924338492783566,0.1781747584830003,-0.7398042959934642,-0.6885912613617245
200743908.19903854,201484049.01114148,200743908.19903854,201484049.01114148,0.8652754663751661,0.8684657284962994,-0.015189657767957707,-0.014796594177308126,-0.8251997039056526,-0.812785440440639
543779556.1948164,514481228.9502395,476332757.8083972,463733705.5151865,2.34387739739145,2.21759150409586,0.06938990441993353,0.06694106069471409,-0.7483226719472578,-0.7043635494957089
80412794.94871102,80955300.02781948,80412794.94871102,80955300.02781948,0.3466068747789268,0.3489452587406012,-0.1293131178620026,-0.12830889464803963,-0.7195114483085387,-0.6930126484653514
2360020548.1927214,2128156390.847612,1892822199.5734298,1779016410.2928522,10.17250236289966,9.173087891584535,0.18830628980197978,0.18314083685966842,-0.5475325355929288,-0.4732887927267756
194905554.49575922,219172552.8763276,194905554.49575922,219172552.8763276,0.8401101486886173,0.9447092796393431,-0.018355540737149442,-0.005907216980281382,-0.7434501977359227,-0.671697778371775
244145900.0801847,265894215.77138132,242641699.20827493,265894215.77138132,1.052353017587003,1.1460957576352644,0.004603869503186083,0.013859860582471444,-0.8182182003147492,-0.7936529372734789
90318494.804238,103213243.48703822,90318494.804238,103213243.48703822,0.389303856914819,0.44488467020275096,-0.11241167200078972,-0.0940733820649676,-0.8803791668573561,-0.844809429348991
166724864.27302673,173245224.70774746,166724864.27302673,173245224.70774746,0.7186416563492531,0.7467466582230494,-0.03553620556584086,-0.03124532791689897,-0.6994916709816867,-0.6737678459781342
228833544.78735188,229753400.98808637,228833544.78735188,229753400.98808637,0.9863514861523788,0.9903163835693378,-0.0014201064384622936,-0.0010050863611342836,-0.7680945754280651,-0.765101895221533
1851188448.4064636,1591354632.3172479,1496129091.4624383,1314800171.5726216,7.979260553476136,6.859287208263999,0.16866516671982051,0.1578088205481517,-0.8122014590482209,-0.7369493548601762
99450073.72868179,99009660.2414395,99450073.72868179,99009660.2414395,0.42866411089949047,0.42676577690275647,-0.09906999524394158,-0.09967241912767807,-0.8199875009146135,-0.8149848801391938
1548670471.4837382,1375756177.161724,1260139983.6343827,1160493215.5234926,6.675303756395423,5.92998352224881,0.15422824294549986,0.1472620225997543,-0.5611992264510957,-0.5022396605379038
478403399.17407537,492922538.183516,425303013.3852627,455289034.5643997,2.0620836171296353,2.124666112859983,0.058980296253216324,0.06525737241990351,-0.8764075922712223,-0.8390064685408236
622984927.8590176,625345540.9547589,538184341.354043,556258872.526695,2.6852798614612827,2.6954549179084433,0.08044371802031691,0.08340834754116672,-0.912778710273738,-0.8683291664493704
304988074.9842092,310429105.6728511,290624969.7704833,296357304.37254524,1.3146037714836603,1.3380564899691858,0.02269072852570095,0.024609930804469868,-0.7416949407541231,-0.7331725323045063
865014244.4216803,908205976.6728109,726806559.5488467,793232789.2284259,3.728509674231381,3.91468093393453,0.10705391062728545,0.11466691718536187,-0.6223033947819523,-0.5908440741836514
401742276.047027,545772181.4090025,365363221.7169183,521726591.84461373,1.7316477415820128,2.352466299176735,0.044766714199024574,0.07764649123991987,-0.6953925568328827,-0.5991549512603187
279273156.4930125,323152181.49798924,270073297.89184654,315468543.07488066,1.2037636055733296,1.392897334043057,0.015419648970145416,0.030704200263492507,-0.7146141615290167,-0.7024947479328897
383729097.1978721,421026679.49070555,351400431.88855255,395875112.20667017,1.6540047293011728,1.8147701702185584,0.04106797584777244,0.05231058805797821,-0.7173391968223491,-0.6701934439590544
260519853.7192694,270821324.0596699,255602351.8043686,270821324.0596699,1.122930403962368,1.1673332933606462,0.009889109613358371,0.015695778024041207,-0.7460033944535835,-0.7183940439658825
640118419.9656347,591072947.6838217,551463566.8437631,533722716.47133815,2.7591311205415288,2.5477282227750933,0.08263233038759366,0.07969489596805002,-0.8407185264417109,-0.8074601528075027
245469653.44645673,244264379.9061961,244011487.36320552,244264379.9061961,1.0580588510623135,1.0528637064922246,0.005178513571435506,0.00528417515536859,-0.8274808797974289,-0.8014478904374056
